128,10737418240,3,1,1,0,0,1,0,0,SCALOG,4602.37,0,3348.6
128,10737418240,3,1,1,0,0,1,0,0,SCALOG,5764.99,0,2976.45
128,10737418240,3,1,1,0,0,1,0,0,SCALOG,5539.47,0,3001.72
128,10737418240,3,1,1,0,0,1,0,0,SCALOG,5810.93,0,2814.52
128,10737418240,3,1,1,0,0,1,0,0,SCALOG,5312.96,0,3073.91
256,10737418240,3,1,1,0,0,1,0,0,SCALOG,5886.42,0,5853.5
256,10737418240,3,1,1,0,0,1,0,0,SCALOG,6690.32,0,5647.74
256,10737418240,3,1,1,0,0,1,0,0,SCALOG,5963.46,0,5941.31
256,10737418240,3,1,1,0,0,1,0,0,SCALOG,6353.77,0,6047.48
256,10737418240,3,1,1,0,0,1,0,0,SCALOG,6312.95,0,5100.17
512,10737418240,3,1,1,0,0,1,0,0,SCALOG,8375.22,0,7083.39
512,10737418240,3,1,1,0,0,1,0,0,SCALOG,8098.66,0,7289.79
512,10737418240,3,1,1,0,0,1,0,0,SCALOG,7826.42,0,7430.64
512,10737418240,3,1,1,0,0,1,0,0,SCALOG,6527.03,0,6513.63
512,10737418240,3,1,1,0,0,1,0,0,SCALOG,7481.62,0,7417.81
1024,10737418240,3,1,1,0,0,1,0,0,SCALOG,8181.05,0,8158.7
1024,10737418240,3,1,1,0,0,1,0,0,SCALOG,8644.23,0,7717.11
1024,10737418240,3,1,1,0,0,1,0,0,SCALOG,10719.4,0,7338.58
1024,10737418240,3,1,1,0,0,1,0,0,SCALOG,8894.82,0,7701.36
1024,10737418240,3,1,1,0,0,1,0,0,SCALOG,8001.62,0,7619.42
4096,10737418240,3,1,1,0,0,1,0,0,SCALOG,11159,0,8112.01
4096,10737418240,3,1,1,0,0,1,0,0,SCALOG,9248.27,0,8108.47
4096,10737418240,3,1,1,0,0,1,0,0,SCALOG,12090.3,0,8300.37
4096,10737418240,3,1,1,0,0,1,0,0,SCALOG,9173.55,0,8985.45
4096,10737418240,3,1,1,0,0,1,0,0,SCALOG,8787.6,0,8638.72
16384,10737418240,3,1,1,0,0,1,0,0,SCALOG,8788.62,0,8623.25
16384,10737418240,3,1,1,0,0,1,0,0,SCALOG,10291.6,0,9151.58
16384,10737418240,3,1,1,0,0,1,0,0,SCALOG,11359.5,0,8447.23
16384,10737418240,3,1,1,0,0,1,0,0,SCALOG,9701.03,0,8679.83
16384,10737418240,3,1,1,0,0,1,0,0,SCALOG,9025.68,0,8921.06
65536,10737418240,3,1,1,0,0,1,0,0,SCALOG,11815.2,0,8735.39
65536,10737418240,3,1,1,0,0,1,0,0,SCALOG,11934.3,0,8630.79
65536,10737418240,3,1,1,0,0,1,0,0,SCALOG,9887.28,0,9133.99
65536,10737418240,3,1,1,0,0,1,0,0,SCALOG,9001.62,0,8905.31
65536,10737418240,3,1,1,0,0,1,0,0,SCALOG,9572.9,0,8911.12
262144,10737418240,3,1,1,0,0,1,0,0,SCALOG,8813.53,0,8399.34
262144,10737418240,3,1,1,0,0,1,0,0,SCALOG,10428.9,0,8597.85
262144,10737418240,3,1,1,0,0,1,0,0,SCALOG,12170.4,0,8806.17
262144,10737418240,3,1,1,0,0,1,0,0,SCALOG,10077.8,0,8716.6
262144,10737418240,3,1,1,0,0,1,0,0,SCALOG,9793.55,0,9263.03
1048576,10737418240,3,1,1,0,0,1,0,0,SCALOG,10164.7,0,8953.03
1048576,10737418240,3,1,1,0,0,1,0,0,SCALOG,9110.02,0,8997.82
1048576,10737418240,3,1,1,0,0,1,0,0,SCALOG,10827.9,0,8333.75
1048576,10737418240,3,1,1,0,0,1,0,0,SCALOG,12450.8,0,8628.1
1048576,10737418240,3,1,1,0,0,1,0,0,SCALOG,11838.1,0,8550.07
